Sex_b,Age_pre,Pclass,Embarked_S,Embarked_C,SibSp,Parch,Fare,Cabin_null,Cabin_C,Cabin_E,Cabin_G,Cabin_D,Cabin_A,Cabin_B,Cabin_F,Cabin_T,Name_Miss,Name_Mrs,Name_Master,Name_Col,Name_Major,Name_Mr,Name_Dr,Name_Don,Name_Sir,Ticket_num,Ticket_cat,Survived
0,17.0,3,1,0,0,0,7.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,370,0
0,50.0,1,1,0,1,0,55.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13507,371,0
1,14.0,1,1,0,1,2,120.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,113760,334,1
1,21.0,3,1,0,2,2,34.375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6608,84,0
1,24.0,2,1,0,2,3,18.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29106,348,1
0,64.0,1,1,0,1,4,263.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19950,26,0
0,31.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18723,372,0
1,45.0,2,1,0,1,1,26.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13529,280,1
0,20.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345769,373,0
0,25.0,3,1,0,1,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347076,374,0
1,28.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230434,375,1
0,29.0,3,1,0,0,0,8.1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65306,376,1
0,4.0,1,1,0,0,2,81.8583,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33638,377,1
1,13.0,2,1,0,0,1,19.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250644,242,1
0,34.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113794,378,1
1,5.0,3,0,0,2,1,19.2583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2666,379,1
0,52.0,1,1,0,0,0,30.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,113786,380,1
0,36.0,2,1,0,1,2,27.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34651,57,0
0,29.0,3,1,0,1,0,19.9667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65303,381,0
0,30.0,1,0,0,0,0,27.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113051,382,0
0,49.0,1,0,0,1,0,89.1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17453,383,1
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2817,384,0
0,29.0,3,0,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349240,385,1
0,65.0,1,1,0,0,0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13509,386,0
1,29.0,1,1,0,1,0,51.8625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,17464,387,1
1,50.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13531,388,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,371060,389,0
0,48.0,1,1,0,0,0,26.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19952,390,1
0,34.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364506,391,0
0,47.0,1,1,0,0,0,38.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111320,392,0
0,48.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234360,393,0
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2816,394,0
0,38.0,3,1,0,0,0,7.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101306,395,0
0,29.0,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239853,247,0
0,56.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113792,396,0
0,29.0,3,0,1,0,0,7.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36209,397,0
1,0.75,3,0,0,2,1,19.2583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2666,379,1
0,29.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,323592,398,0
0,38.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315089,399,0
1,33.0,2,1,0,1,2,27.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,34651,57,1
1,23.0,2,0,0,0,0,13.7917,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,400,1
1,22.0,3,1,0,0,0,9.8375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7553,401,0
0,29.0,1,1,0,0,0,52.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,110465,107,0
0,34.0,2,1,0,1,0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31027,402,0
0,29.0,3,1,0,1,0,7.0458,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3460,403,0
0,22.0,3,1,0,0,0,7.5208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350060,404,0
1,2.0,3,1,0,0,1,12.2875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101298,405,1
0,9.0,3,1,0,5,2,46.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2144,58,0
0,29.0,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239854,406,0
0,50.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3594,407,0
1,63.0,3,1,0,0,0,9.5875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4134,408,1
0,25.0,1,0,0,1,0,91.0792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11967,260,1
1,29.0,3,1,0,3,1,25.4667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4133,160,0
1,35.0,1,1,0,1,0,90.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19943,202,1
0,58.0,1,0,0,0,0,29.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11771,409,0
0,30.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18509,410,0
0,9.0,3,1,0,1,1,15.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37671,302,1
0,29.0,3,1,0,1,0,19.9667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65304,411,0
0,21.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101317,412,0
0,55.0,1,1,0,0,0,30.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113787,413,0
0,71.0,1,0,0,0,0,49.5042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17609,414,0
0,21.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45380,415,0
0,29.0,3,0,0,0,0,14.4583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2627,111,0
1,54.0,1,0,0,1,0,78.2667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,36947,416,1
0,29.0,3,1,0,0,0,15.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6212,417,0
1,25.0,1,1,0,1,2,151.55,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,113781,266,0
0,24.0,3,1,0,0,0,7.7958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350035,418,0
0,17.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315086,419,0
1,21.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364846,420,0
1,29.0,3,0,1,0,0,7.6292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,330909,421,0
1,37.0,3,1,0,0,0,9.5875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4135,422,0
1,16.0,1,1,0,0,0,86.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,110152,230,1
0,18.0,1,0,0,1,0,108.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17758,273,0
1,33.0,2,1,0,0,2,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,26360,423,1
0,29.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111427,424,1
0,28.0,3,1,0,0,0,22.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4001,425,0
0,26.0,3,1,0,0,0,56.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,72,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382651,426,1
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101316,427,0
0,36.0,1,1,0,0,0,26.2875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17473,428,1
1,54.0,1,0,0,1,0,59.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17603,429,1
0,24.0,3,1,0,0,0,7.4958,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,349209,430,0
0,47.0,1,1,0,0,0,34.0208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,36967,431,0
1,34.0,2,1,0,0,0,10.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34260,432,1
0,29.0,3,0,1,0,0,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,371110,106,0
1,36.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,226875,433,1
0,32.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349242,434,0
1,30.0,1,1,0,0,0,93.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12749,435,1
0,22.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349252,436,0
0,29.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2624,437,0
1,44.0,1,0,0,0,1,57.9792,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,111361,290,1
0,29.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2700,438,0
0,40.5,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367232,439,0
1,50.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14258,440,1
0,29.0,1,1,0,0,0,221.7792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17483,441,0
0,39.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101296,442,0
0,23.0,2,1,0,2,1,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29104,443,0
1,2.0,2,1,0,1,1,26.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26360,423,1
0,29.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2641,444,0
0,17.0,3,0,0,1,1,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2690,445,0
1,29.0,3,0,0,0,2,22.3583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2668,119,1
1,30.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,315084,446,0
1,7.0,2,1,0,0,2,26.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13529,280,1
0,45.0,1,1,0,0,0,26.55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,113050,447,0
1,30.0,1,0,0,0,0,106.425,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17761,448,1
0,29.0,3,1,0,0,0,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364498,449,0
1,22.0,1,0,0,0,2,49.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13568,450,1
1,36.0,1,1,0,0,2,71.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5735,451,1
1,9.0,3,1,0,4,2,31.275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347082,13,0
1,11.0,3,1,0,4,2,31.275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347082,13,0
0,32.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2908,452,1
0,50.0,1,0,0,1,0,106.425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17761,448,0
0,64.0,1,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,693,453,0
1,19.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2908,452,1
0,29.0,2,0,0,0,0,13.8625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2146,454,1
0,33.0,3,1,0,1,1,20.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,363291,153,0
0,8.0,2,1,0,1,1,36.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33112,135,1
0,17.0,1,0,0,0,2,110.8833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17421,272,1
0,27.0,2,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,244358,455,0
0,29.0,3,0,1,0,0,7.8292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,330979,456,0
0,22.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2620,457,1
1,22.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347085,458,1
0,62.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113807,459,0
1,48.0,1,0,0,1,0,39.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,11755,460,1
0,29.0,1,0,0,0,0,227.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17757,327,0
1,39.0,1,1,0,1,1,79.65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,110413,234,1
1,36.0,3,1,0,1,0,17.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,345572,461,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,372622,462,0
0,40.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349251,463,0
0,28.0,2,1,0,0,0,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218629,464,0
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,392082,465,0
1,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,392087,466,0
0,24.0,3,1,0,2,0,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48871,467,0
0,19.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349205,468,0
1,29.0,3,1,0,0,4,21.075,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,349909,7,0
0,29.0,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2686,469,0
0,32.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350417,470,1
0,62.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,752,471,1
1,53.0,1,1,0,2,0,51.4792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11769,472,1
0,36.0,1,1,0,0,0,26.3875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17474,473,1
1,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14312,474,1
0,16.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20589,475,0
0,19.0,3,1,0,0,0,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,358585,476,0
1,34.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,243880,477,1
1,39.0,1,1,0,1,0,55.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13507,371,1
1,29.0,3,0,0,1,0,14.4583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2689,478,0
0,32.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,479,1
1,25.0,2,1,0,1,1,30.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,237789,480,1
1,39.0,1,0,0,1,1,110.8833,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17421,272,1
0,54.0,2,1,0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28403,339,0
0,36.0,1,0,0,0,0,40.125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13049,481,0
0,29.0,3,0,0,0,0,8.7125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3411,482,0
1,18.0,1,1,0,0,2,79.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110413,234,1
0,47.0,2,1,0,0,0,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,237565,483,0
0,60.0,1,0,0,1,1,79.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13567,484,1
0,22.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14973,485,0
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3235,486,0
0,35.0,3,1,0,0,0,7.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,487,0
1,52.0,1,0,0,1,0,78.2667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,36947,416,1
0,47.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3902,488,0
1,29.0,3,0,1,0,2,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,364848,489,0
0,37.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29037,490,0
0,36.0,3,1,0,1,1,24.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345773,357,0
1,29.0,2,1,0,0,0,33.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,248727,491,1
0,49.0,3,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0
0,29.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2664,492,0
0,49.0,1,0,0,1,0,56.9292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,17485,275,1
1,24.0,2,1,0,2,1,27.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,243847,195,1
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349214,493,0
0,29.0,1,1,0,0,0,42.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113796,494,0
0,44.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364511,495,0
0,35.0,1,0,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111426,496,1
0,36.0,3,1,0,1,0,15.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349910,497,0
0,30.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349246,498,0
0,27.0,1,1,0,0,0,30.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113804,499,1
1,22.0,2,0,0,1,2,41.5792,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2123,42,1
1,40.0,1,1,0,0,0,153.4625,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17582,239,1
1,39.0,3,1,0,1,5,31.275,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,347082,13,0
0,29.0,3,1,0,0,0,7.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101305,500,0
1,29.0,3,0,1,1,0,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,367230,215,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,370377,501,0
0,35.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364512,502,0
1,24.0,2,1,0,1,2,65.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220845,503,1
0,34.0,3,1,0,1,1,14.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347080,361,0
1,26.0,3,1,0,1,0,16.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3336,226,0
1,4.0,2,1,0,2,1,39.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,230136,165,1
0,26.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31028,504,0
0,27.0,3,0,0,1,0,14.4542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2659,505,0
0,42.0,1,1,0,1,0,52.5542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11753,506,1
0,20.0,3,0,0,1,1,15.7417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2653,328,1
0,21.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350029,507,0
0,21.0,3,1,0,0,0,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54636,508,0
0,61.0,1,1,0,0,0,32.3208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,36963,509,0
0,57.0,2,0,1,0,0,12.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219533,510,0
1,21.0,1,1,0,0,0,77.9583,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13502,245,1
0,26.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349224,511,0
0,29.0,3,0,1,0,0,7.7333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,334912,512,0
0,80.0,1,1,0,0,0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27042,513,1
0,51.0,3,1,0,0,0,7.0542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347743,514,0
0,32.0,1,0,0,0,0,30.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13214,515,1
0,29.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,112052,516,0
1,9.0,3,1,0,3,2,27.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347088,62,0
1,28.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,237668,517,1
0,32.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,518,0
0,31.0,2,1,0,1,1,26.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31921,212,0
1,41.0,3,1,0,0,5,39.6875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3101295,49,0
0,29.0,3,1,0,1,0,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376564,368,0
0,20.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,350050,519,0
1,24.0,1,0,0,0,0,69.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17477,319,1
1,2.0,3,1,0,3,2,27.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347088,62,0
0,29.0,3,1,0,0,0,56.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1601,72,1
1,0.75,3,0,0,2,1,19.2583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2666,379,1
0,48.0,1,0,0,1,0,76.7292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17572,51,1
0,19.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349231,520,0
0,56.0,1,0,0,0,0,35.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13213,521,1
0,29.0,3,1,0,0,0,7.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,751,522,0
1,23.0,3,1,0,0,0,7.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2314,523,1
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349221,524,0
